Region,Place Code,Place,ODS Code,GP Practice (ODS Code),Registered Patients,% of patients with a nomination,EPS Items,eRD Items,All Items,EPS Utilisation,eRD Utilisation (EPS Items),eRD Utilisation (All Items)
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",K82059,Westfield Road Surgery (K82059),7969,0.722,10002,1,10587,0.945,0.0,0.0
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",K82060,Neath Hill Health Centre (K82060),3994,0.83,4678,534,4897,0.955,0.114,0.109
South East,14Y,Buckinghamshire,K82061,Ashcroft Surgery (K82061),4258,0.446,3303,0,7291,0.4529999999999999,0.0,0.0
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",K82064,Fishermead Medical Centre (K82064),7942,0.584,5488,0,5492,0.999,0.0,0.0
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",K82065,Central Milton Keynes Medical Centre (K82065),20069,0.619,18372,4086,18789,0.978,0.222,0.217
South East,14Y,Buckinghamshire,K82066,Bourne End & Wooburn Green Medical Ctr (K82066),13990,0.804,14219,219,14406,0.987,0.015,0.015
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",K82067,Hilltops Medical Centre (K82067),16046,0.8009999999999999,19025,2304,19262,0.988,0.121,0.12
South East,14Y,Buckinghamshire,K82068,Waddesdon Surgery (K82068),5441,0.165,310,3,7636,0.0409999999999999,0.01,0.0
South East,14Y,Buckinghamshire,K82070,3W Health (K82070),19722,0.427,16271,0,34125,0.477,0.0,0.0
South East,14Y,Buckinghamshire,K82073,Westongrove Partnership (K82073),31863,0.7140000000000001,38183,2706,43658,0.875,0.071,0.062
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",K82074,Kingfisher Surgery (K82074),5649,0.8109999999999999,6614,61,6799,0.973,0.009,0.009
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",K82076,Watling Vale Medical Ctr. (K82076),12041,0.682,14058,787,14313,0.982,0.0559999999999999,0.055
South East,14Y,Buckinghamshire,K82078,The Allan Practice (K82078),9298,0.78,8928,779,9021,0.99,0.087,0.086
South East,14Y,Buckinghamshire,K82079,Edlesborough Surgery (K82079),8534,0.527,11903,2475,18676,0.637,0.208,0.133
South East,14Y,Buckinghamshire,K82603,Cressex Health Centre (K82603),10142,0.753,13024,1907,13455,0.968,0.146,0.142
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",K82610,The Grove Surgery (K82610),8626,0.6679999999999999,8616,52,8773,0.982,0.006,0.006
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",K82615,Walnut Tree Health Centre (K82615),13036,0.82,10022,1075,10131,0.989,0.107,0.106
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",K82617,The Stonedean Practice (K82617),7775,0.7390000000000001,7738,0,7838,0.987,0.0,0.0
South East,14Y,Buckinghamshire,K82618,Prospect House Surgery (K82618),3576,0.8079999999999999,4333,1586,4343,0.998,0.366,0.365
South East,14Y,Buckinghamshire,K82621,Little Chalfont Surgery (K82621),5064,0.725,4344,25,4351,0.998,0.006,0.006
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",K82631,Milton Keynes Village Surg (K82631),16291,0.746,10324,44,10331,0.999,0.004,0.004
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",K82633,Westcroft Health Centre (K82633),15518,0.631,10675,225,10824,0.986,0.021,0.021
Midlands,78H,Northamptonshire,K83002,Lakeside Healthcare (K83002),47654,0.677,72330,1,75282,0.961,0.0,0.0
Midlands,78H,Northamptonshire,K83003,Queensview Medical Centre (K83003),9206,0.733,15826,39,16273,0.973,0.002,0.002
Midlands,78H,Northamptonshire,K83005,Queensway Medical Centre (K83005),14077,0.813,22380,2795,22526,0.994,0.125,0.124
Midlands,78H,Northamptonshire,K83006,Headlands Surgery (K83006),10170,0.762,17201,4,17259,0.997,0.0,0.0
Midlands,78H,Northamptonshire,K83007,Harborough Field Surgery (K83007),13337,0.784,21635,213,21874,0.989,0.01,0.01
Midlands,78H,Northamptonshire,K83008,The Pines Surgery (K83008),9508,0.8370000000000001,20816,3037,21041,0.989,0.146,0.144
Midlands,78H,Northamptonshire,K83009,Moulton Surgery (K83009),12782,0.6,12643,0,15941,0.7929999999999999,0.0,0.0
Midlands,78H,Northamptonshire,K83010,Eleanor Cross Healthcare (K83010),19200,0.789,28176,116,28494,0.989,0.004,0.004
Midlands,78H,Northamptonshire,K83011,The Redwell Medical Centre (K83011),12077,0.7959999999999999,22059,974,22383,0.986,0.044,0.044
Midlands,78H,Northamptonshire,K83012,King Edward Road Surgery (K83012),12006,0.732,18354,0,19626,0.935,0.0,0.0
Midlands,78H,Northamptonshire,K83013,Eskdaill Medical (K83013),14169,0.741,23890,0,23922,0.999,0.0,0.0
Midlands,78H,Northamptonshire,K83014,Leicester Tce Healthcare Ctr (K83014),17950,0.735,28755,2,28805,0.998,0.0,0.0
Midlands,78H,Northamptonshire,K83015,Danetre Medical Practice (K83015),12307,0.8909999999999999,23094,0,23850,0.968,0.0,0.0
East,06H,Cambridgeshire & Peterborough,K83017,Wansford (K83017),9886,0.836,16303,0,23834,0.684,0.0,0.0
Midlands,78H,Northamptonshire,K83018,Springfield Surgery (K83018),11954,0.583,10633,1,16406,0.648,0.0,0.0
Midlands,78H,Northamptonshire,K83019,The Long Buckby Practice (K83019),6393,0.597,6776,0,11062,0.613,0.0,0.0
Midlands,78H,Northamptonshire,K83020,Rillwood Medical Centre (K83020),3752,0.732,5079,0,5088,0.998,0.0,0.0
Midlands,78H,Northamptonshire,K83021,Rothwell Medical Centre (K83021),20798,0.843,39714,0,39906,0.995,0.0,0.0
Midlands,78H,Northamptonshire,K83022,Towcester Medical Centre (K83022),10597,0.6459999999999999,9015,2,13330,0.6759999999999999,0.0,0.0
Midlands,78H,Northamptonshire,K83023,Oundle (K83023),10734,0.631,10367,1,16938,0.612,0.0,0.0
Midlands,78H,Northamptonshire,K83024,Rushden Medical Centre (K83024),10495,0.737,18642,24,18794,0.992,0.001,0.001
Midlands,78H,Northamptonshire,K83025,The Mounts Medical Centre (K83025),16381,0.721,20475,0,23545,0.87,0.0,0.0
Midlands,78H,Northamptonshire,K83026,Albany House Medical Centre (K83026),19338,0.715,30799,2210,31622,0.974,0.072,0.07
Midlands,78H,Northamptonshire,K83027,Langham Place Surgery (K83027),9949,0.973,14209,0,14222,0.999,0.0,0.0
Midlands,78H,Northamptonshire,K83028,Spinney Brook Medical Centre (K83028),11438,0.753,16841,192,21920,0.768,0.011,0.009
Midlands,78H,Northamptonshire,K83029,Abington Park Surgery (K83029),12831,0.7879999999999999,20521,1084,20857,0.984,0.053,0.052
Midlands,78H,Northamptonshire,K83030,The Cottons Medical Centre (K83030),10125,0.7609999999999999,17957,0,18249,0.984,0.0,0.0
Midlands,78H,Northamptonshire,K83031,Byfield Medical Centre (K83031),8242,0.492,7180,0,13806,0.52,0.0,0.0
Midlands,78H,Northamptonshire,K83032,Abbey House Medical Practice (K83032),21883,0.76,37962,0,38440,0.988,0.0,0.0
Midlands,78H,Northamptonshire,K83035,Kingsthorpe Medical Ctr. (K83035),6582,0.655,8808,0,9167,0.961,0.0,0.0
Midlands,78H,Northamptonshire,K83036,Linden Avenue Medical Centre (K83036),16526,0.818,29889,0,29896,1.0,0.0,0.0
Midlands,78H,Northamptonshire,K83037,Dr Spencer & Partners (K83037),14278,0.838,25186,0,25294,0.996,0.0,0.0
Midlands,78H,Northamptonshire,K83039,Dryland Medical Centre (K83039),11053,0.831,24077,0,24117,0.998,0.0,0.0
Midlands,78H,Northamptonshire,K83040,Woodview Medical Centre (K83040),10337,0.787,16667,2,16690,0.999,0.0,0.0
Midlands,78H,Northamptonshire,K83041,St Lukes Primary Care Centre (K83041),22391,0.857,36608,0,37062,0.988,0.0,0.0
Midlands,78H,Northamptonshire,K83042,Park Ave Med Cnt & Kings Heath Practice (K83042),14660,0.716,25004,6,25193,0.992,0.0,0.0
Midlands,78H,Northamptonshire,K83043,Abington Medical Centre (K83043),14240,0.861,24066,0,24130,0.997,0.0,0.0
Midlands,78H,Northamptonshire,K83044,Parklands Medical Centre (K83044),12841,0.71,20338,2,23774,0.855,0.0,0.0
Midlands,78H,Northamptonshire,K83047,Abbey Medical Practice (K83047),23980,0.773,39970,1993,40226,0.994,0.05,0.05
Midlands,78H,Northamptonshire,K83048,Brook Medical Centre (K83048),6565,0.718,10852,9,11042,0.983,0.001,0.001
Midlands,78H,Northamptonshire,K83049,Brackley Medical Centre (K83049),15970,0.684,16801,7,24427,0.688,0.0,0.0
Midlands,78H,Northamptonshire,K83050,The Crescent Medical Ctr. (K83050),6111,0.688,6986,0,7016,0.996,0.0,0.0
Midlands,78H,Northamptonshire,K83051,Weavers Medical (K83051),21241,0.767,32151,0,32440,0.991,0.0,0.0
Midlands,78H,Northamptonshire,K83052,The Parks Medical Practice (K83052),22499,0.486,15328,0,30497,0.503,0.0,0.0
Midlands,78H,Northamptonshire,K83053,Crick Medical Practice (K83053),6114,0.173,672,0,11026,0.061,0.0,0.0
Midlands,78H,Northamptonshire,K83055,Wootton Medical Centre (K83055),7386,0.813,10256,0,10323,0.994,0.0,0.0
Midlands,78H,Northamptonshire,K83056,County Surgery (K83056),4293,0.6779999999999999,5972,0,5985,0.998,0.0,0.0
Midlands,78H,Northamptonshire,K83059,Woodsend Medical Centre (K83059),21203,0.7090000000000001,30513,36,34785,0.877,0.001,0.001
Midlands,78H,Northamptonshire,K83064,The Saxon Spires Practice (K83064),16388,0.425,12248,5,25876,0.473,0.0,0.0
Midlands,78H,Northamptonshire,K83065,Nene Valley Surgery (K83065),7110,0.619,6828,217,12158,0.562,0.032,0.018
Midlands,78H,Northamptonshire,K83066,Greens Norton & Weedon Medical Practice (K83066),14371,0.359,11620,0,27742,0.419,0.0,0.0
Midlands,78H,Northamptonshire,K83068,Denton Village Surgery (K83068),6096,0.109,9,0,12931,0.001,0.0,0.0
Midlands,78H,Northamptonshire,K83069,Marshalls Road Surgery (K83069),2688,0.7170000000000001,4823,1896,5909,0.816,0.3929999999999999,0.321
Midlands,78H,Northamptonshire,K83070,Bugbrooke Medical Practice (K83070),10867,0.629,12167,1,18344,0.6629999999999999,0.0,0.0
Midlands,78H,Northamptonshire,K83076,Weston Favell Medical Centre (K83076),8522,0.69,12630,3,12666,0.997,0.0,0.0
Midlands,78H,Northamptonshire,K83077,Greenview Surgery (K83077),9823,0.82,16696,0,16740,0.997,0.0,0.0
Midlands,78H,Northamptonshire,K83079,Wollaston And Bozeat Surgeries (K83079),0,,1,0,1,1.0,0.0,0.0
Midlands,78H,Northamptonshire,K83080,Higham Ferrers Surgery (K83080),5741,0.7440000000000001,7417,0,7446,0.996,0.0,0.0
Midlands,78H,Northamptonshire,K83081,Summerlee Medical Centre (K83081),1475,0.862,2563,5,2569,0.998,0.002,0.002
Midlands,78H,Northamptonshire,K83601,Earls Barton Medical Centre (K83601),8873,0.765,13139,73,13552,0.97,0.006,0.005
Midlands,78H,Northamptonshire,K83607,Dr Sumira (K83607),2118,0.615,3312,0,4347,0.762,0.0,0.0
Midlands,78H,Northamptonshire,K83610,Danes Camp Medical Centre (K83610),9842,0.899,12778,0,12823,0.996,0.0,0.0
Midlands,78H,Northamptonshire,K83614,Dr Kumar & Partner Studfall Medical Ctr (K83614),5112,0.804,10322,0,10394,0.993,0.0,0.0
Midlands,78H,Northamptonshire,K83616,The Meadows Surgery (K83616),5365,0.826,8427,7,8589,0.981,0.001,0.001
Midlands,78H,Northamptonshire,K83618,Dr Abbas (K83618),12500,0.653,13339,0,13416,0.994,0.0,0.0
Midlands,78H,Northamptonshire,K83620,The Brook Health Centre (K83620),8899,0.591,8113,0,11928,0.68,0.0,0.0
Midlands,78H,Northamptonshire,K83621,Maple Access Partnership Llp (K83621),14702,0.609,16580,0,16588,1.0,0.0,0.0
Midlands,78H,Northamptonshire,K83622,Great Oakley Medical Centre (K83622),14103,0.7809999999999999,19005,0,19151,0.992,0.0,0.0
Midlands,78H,Northamptonshire,K83625,Dr Oliver Dk (K83625),5717,0.062,0,0,7716,0.0,,0.0
South East,10Q,Oxfordshire,K84001,The Hart Surgery (K84001),10669,0.765,13734,2968,13931,0.986,0.216,0.213
South East,10Q,Oxfordshire,K84002,Didcot Health Centre Practice (K84002),19296,0.713,21262,122,21380,0.994,0.006,0.006
South East,10Q,Oxfordshire,K84003,Islip Surgery (K84003),6482,0.216,798,6,10672,0.075,0.008,0.001
South East,10Q,Oxfordshire,K84004,Donnington Medical Partnership (K84004),12870,0.672,13685,2465,13823,0.99,0.18,0.178
South East,10Q,Oxfordshire,K84006,Eynsham Medical Group (K84006),15468,0.59,11875,153,29220,0.406,0.013,0.005
South East,10Q,Oxfordshire,K84007,Temple Cowley Health Centre (K84007),8318,0.6970000000000001,9542,710,9774,0.976,0.074,0.073
South East,10Q,Oxfordshire,K84008,Chalgrove & Watlington Surgeries (K84008),7404,0.8190000000000001,10230,2698,10749,0.952,0.264,0.251
South East,10Q,Oxfordshire,K84009,Hedena Health (K84009),29273,0.472,20585,6733,20668,0.996,0.327,0.326
South East,10Q,Oxfordshire,K84010,Bampton Surgery (K84010),9087,0.768,11827,136,17078,0.693,0.011,0.008
South East,10Q,Oxfordshire,K84011,Summertown Health Centre (K84011),18782,0.5710000000000001,10620,2119,10756,0.987,0.2,0.1969999999999999
South West,92G,"Bath & North East Somerset, Swindon & Wiltshire",K84012,Elm Tree Surgery (K84012),8019,0.282,0,0,9998,0.0,,0.0
South East,10Q,Oxfordshire,K84013,St. Bartholomews Medical Centre (K84013),21473,0.5660000000000001,12875,2702,13019,0.989,0.21,0.208
South East,10Q,Oxfordshire,K84014,Morland House Surgery (K84014),11317,0.503,9102,0,18904,0.481,0.0,0.0
South East,10Q,Oxfordshire,K84015,Nettlebed Surgery (K84015),4301,0.273,1831,1267,7182,0.255,0.6920000000000001,0.176
South East,10Q,Oxfordshire,K84016,19 Beaumont Street Surgery (K84016),17267,0.583,9538,2680,9558,0.998,0.281,0.28
South East,10Q,Oxfordshire,K84017,Windrush Medical Practice (K84017),20057,0.613,24547,2,33043,0.743,0.0,0.0
South East,10Q,Oxfordshire,K84019,Newbury Street Practice (K84019),15741,0.7290000000000001,18011,240,18528,0.972,0.013,0.013
South East,10Q,Oxfordshire,K84020,Sonning Common Health Ctr (K84020),9844,0.5920000000000001,9070,1657,11371,0.7979999999999999,0.183,0.146
South East,10Q,Oxfordshire,K84021,Banbury Road Medical Centre (K84021),10462,0.53,5018,1239,5195,0.966,0.247,0.238
South East,10Q,Oxfordshire,K84023,Berinsfield Health Centre (K84023),5612,0.746,8112,169,11439,0.7090000000000001,0.021,0.015
South East,10Q,Oxfordshire,K84024,Windrush Surgery (K84024),8816,0.75,13484,4527,13740,0.981,0.336,0.3289999999999999
South East,10Q,Oxfordshire,K84025,Botley Medical Centre (K84025),13346,0.684,16145,4807,16310,0.99,0.298,0.295
South East,10Q,Oxfordshire,K84026,Observatory Medical Practice (K84026),12453,0.659,9048,2823,9111,0.993,0.312,0.31
South East,10Q,Oxfordshire,K84027,Malthouse Surgery (K84027),17296,0.7809999999999999,21884,6,22652,0.966,0.0,0.0
South East,10Q,Oxfordshire,K84028,Banbury Cross Health Centre (K84028),41600,0.7490000000000001,49519,13501,49685,0.997,0.273,0.272
South East,10Q,Oxfordshire,K84030,Chipping Norton Health Centre (K84030),15661,0.612,17119,513,27372,0.625,0.03,0.019
South East,10Q,Oxfordshire,K84031,The Leys Health Centre (K84031),11451,0.7140000000000001,17411,6273,17798,0.978,0.36,0.352
South East,10Q,Oxfordshire,K84032,Bartlemas Surgery (K84032),9597,0.633,11490,5328,11829,0.971,0.4639999999999999,0.45
South East,10Q,Oxfordshire,K84033,Church Street Practice (K84033),17585,0.769,21108,218,21277,0.992,0.01,0.01
South East,10Q,Oxfordshire,K84034,Clifton Hampden Surgery (K84034),3429,0.294,1823,0,5750,0.317,0.0,0.0
South East,10Q,Oxfordshire,K84035,The Bell Surgery (K84035),10281,0.768,12077,3144,12138,0.995,0.26,0.259
South East,10Q,Oxfordshire,K84036,Mill Stream Surgery (K84036),5484,0.713,6106,123,6433,0.949,0.02,0.019
South East,10Q,Oxfordshire,K84037,Wallingford Medical Practice (K84037),18116,0.674,25473,934,30751,0.828,0.037,0.03
South East,10Q,Oxfordshire,K84038,Montgomery House Surgery (K84038),17093,0.63,17955,53,23838,0.753,0.003,0.002
South East,10Q,Oxfordshire,K84041,Marcham Rd Family Health Centre (K84041),12956,0.515,14690,0,21447,0.685,0.0,0.0
South East,10Q,Oxfordshire,K84042,Woodstock Surgery (K84042),9346,0.77,10599,2204,10788,0.982,0.208,0.204
South East,10Q,Oxfordshire,K84043,Woodlands Medical Centre (K84043),16329,0.703,15819,926,15867,0.997,0.059,0.0579999999999999
South East,10Q,Oxfordshire,K84044,Manor Surgery (K84044),19459,0.773,20010,5270,23205,0.862,0.263,0.2269999999999999
South East,10Q,Oxfordshire,K84045,Gosford Hill Medical Centre (K84045),7354,0.7759999999999999,10564,5146,10741,0.984,0.487,0.479
South East,10Q,Oxfordshire,K84046,Wychwood Surgery (K84046),6181,0.484,6820,1189,9569,0.713,0.174,0.124
South East,10Q,Oxfordshire,K84047,Burford Surgery (K84047),7131,0.605,9190,0,13436,0.684,0.0,0.0
South East,10Q,Oxfordshire,K84048,Hollow Way Medical Centre (K84048),8894,0.71,10395,3594,10509,0.989,0.346,0.342
South East,10Q,Oxfordshire,K84049,27@Northgate (K84049),7533,0.593,4950,1809,4996,0.991,0.365,0.362
South East,10Q,Oxfordshire,K84050,The Rycote Practice (K84050),12921,0.7390000000000001,12767,63,12901,0.99,0.005,0.005
South East,10Q,Oxfordshire,K84051,White Horse Medical Practice (K84051),17499,0.433,14622,2,29444,0.497,0.0,0.0
South East,10Q,Oxfordshire,K84052,Bicester Health Centre (K84052),16216,0.604,14822,1436,18370,0.807,0.0969999999999999,0.078
South East,10Q,Oxfordshire,K84054,The Abingdon Surgery (K84054),17589,0.731,15606,66,15956,0.978,0.004,0.004
South East,10Q,Oxfordshire,K84055,Deddington Health Centre (K84055),12003,0.3389999999999999,6227,2245,20654,0.301,0.361,0.109
South East,10Q,Oxfordshire,K84056,Cropredy Surgery (K84056),4702,0.312,2249,28,10781,0.209,0.012,0.003
South East,10Q,Oxfordshire,K84058,Bloxham Surgery (K84058),8154,0.374,6398,1268,13500,0.474,0.198,0.094
South East,10Q,Oxfordshire,K84059,Hightown Surgery (K84059),12062,0.7290000000000001,14192,4241,14488,0.98,0.299,0.293
South East,10Q,Oxfordshire,K84060,St. Clement'S Surgery (K84060),5710,0.629,6314,2791,6449,0.979,0.442,0.433
South East,10Q,Oxfordshire,K84062,Woodlands Surgery (K84062),8320,0.802,11152,5538,11275,0.989,0.497,0.491
South East,10Q,Oxfordshire,K84063,Cowley Road Medical Practice (K84063),11007,0.5579999999999999,6487,1822,6495,0.999,0.281,0.281
South East,10Q,Oxfordshire,K84065,Sibford Surgery (K84065),3041,0.032,0,0,5061,0.0,,0.0
South East,10Q,Oxfordshire,K84066,Luther Street Medical Practice (K84066),443,0.835,1109,8,1114,0.996,0.0069999999999999,0.0069999999999999
South East,10Q,Oxfordshire,K84071,Goring & Woodcote Medical Practice (K84071),10528,0.3989999999999999,8239,2,19002,0.434,0.0,0.0
South East,10Q,Oxfordshire,K84072,Nuffield Health Centre (K84072),12133,0.787,14982,3,15224,0.984,0.0,0.0
South East,10Q,Oxfordshire,K84075,Broadshires Health Centre (K84075),11771,0.833,13337,3572,15679,0.851,0.268,0.228
South East,10Q,Oxfordshire,K84078,Jericho Health Centre (K84078),10177,0.542,3409,340,3510,0.971,0.1,0.0969999999999999
South East,10Q,Oxfordshire,K84079,Long Furlong Medical Centre (K84079),9628,0.7859999999999999,9407,883,9523,0.988,0.094,0.093
South East,10Q,Oxfordshire,K84080,28@Northgate (K84080),6018,0.57,4021,898,4106,0.979,0.223,0.2189999999999999
South East,10Q,Oxfordshire,K84082,The Key Medical Practice (K84082),13176,0.8340000000000001,22547,8338,22818,0.988,0.37,0.365
South East,10Q,Oxfordshire,K84605,Kes@Northgate (K84605),6381,0.5329999999999999,2090,168,2093,0.999,0.08,0.08
South East,10Q,Oxfordshire,K84610,The Charlbury Medical Centre (K84610),5484,0.5770000000000001,5882,47,7732,0.7609999999999999,0.008,0.006
South East,10Q,Oxfordshire,K84613,Alchester Medical Group (K84613),21297,0.6659999999999999,23185,4,27385,0.847,0.0,0.0
South East,10Q,Oxfordshire,K84618,Cogges Surgery (K84618),7914,0.8029999999999999,8050,82,8530,0.944,0.01,0.01
South East,10Q,Oxfordshire,K84624,Oak Tree Health Centre (K84624),11045,0.805,10660,83,10682,0.998,0.008,0.008
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81004,Portishead Medical Group (L81004),18656,0.946,23156,3172,24331,0.952,0.1369999999999999,0.13
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81007,Bridge View Medical (L81007),38316,0.6920000000000001,39084,9750,39137,0.999,0.249,0.249
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81008,Shirehampton Group Practice (L81008),11055,0.7290000000000001,16510,4681,17468,0.945,0.284,0.268
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81009,Stockwood Medical Centre (L81009),10485,0.815,20580,8119,21491,0.958,0.395,0.3779999999999999
South West,92G,"Bath & North East Somerset, Swindon & Wiltshire",L81010,Hope House Surgery (L81010),7144,0.846,8604,7,8646,0.995,0.001,0.001
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81012,Montpelier Health Centre (L81012),20547,0.62,14289,4472,14377,0.994,0.313,0.311
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81013,Fishponds Family Practice (L81013),13151,0.696,17148,7582,17282,0.992,0.442,0.439
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81014,Frome Valley Medical Centre (L81014),14305,0.812,17755,1218,18201,0.975,0.069,0.067
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81015,Charlotte Keel Medical Practice (L81015),19211,0.7440000000000001,20395,9632,20569,0.992,0.472,0.4679999999999999
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81016,Graham Road Surgery (L81016),10235,0.7509999999999999,19784,5567,19869,0.996,0.281,0.28
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81017,Westbury On Trym Primary Care Centre (L81017),11806,0.8059999999999999,11961,7495,12128,0.986,0.627,0.618
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81018,Thornbury Health Centre - Burney (L81018),8630,0.794,13118,277,13308,0.986,0.021,0.021
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81019,Concord Medical Centre (L81019),17455,0.8,20944,1208,21050,0.995,0.0579999999999999,0.057
South West,92G,"Bath & North East Somerset, Swindon & Wiltshire",L81020,Widcombe Surgery (L81020),9036,0.797,8938,3123,8951,0.999,0.349,0.349
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81021,Winscombe Surgery (L81021),10444,0.789,18088,3724,18431,0.981,0.206,0.2019999999999999
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81022,Horfield Hc (L81022),17122,0.812,24534,10560,24727,0.992,0.43,0.427
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81023,East Trees Health Centre (L81023),15676,0.6679999999999999,15856,7293,16180,0.98,0.46,0.451
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81024,Courtside Surgery (L81024),14978,0.804,18579,1165,18942,0.981,0.063,0.062
South West,92G,"Bath & North East Somerset, Swindon & Wiltshire",L81025,St Chads Surgery (L81025),12830,0.669,23247,699,28449,0.8170000000000001,0.03,0.025
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81026,The Downend Health Group (L81026),27353,0.7929999999999999,31237,724,31471,0.993,0.023,0.023
South West,92G,"Bath & North East Somerset, Swindon & Wiltshire",L81027,Batheaston Medical Centre (L81027),8096,0.8270000000000001,9488,1525,9643,0.984,0.161,0.158
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81029,Three Shires Medical Practice (L81029),9724,0.183,0,0,19476,0.0,,0.0
South West,92G,"Bath & North East Somerset, Swindon & Wiltshire",L81030,Harptree Surgery (L81030),6830,0.149,0,0,11166,0.0,,0.0
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81031,The Armada Family Practice (L81031),16455,0.745,19734,6318,20415,0.967,0.32,0.309
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81033,Nightingale Valley Practice (L81033),15142,0.71,13606,2569,13962,0.975,0.1889999999999999,0.184
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81034,Tyntesfield Medical Group (L81034),33405,0.7809999999999999,39724,7096,40251,0.987,0.179,0.176
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81036,Coniston Medical Practice (L81036),9719,0.7170000000000001,12503,3805,12666,0.987,0.304,0.3
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81037,Pioneer Medical Group (L81037),21975,0.721,33806,11698,34317,0.985,0.346,0.341
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81038,Air Balloon Surgery (L81038),13277,0.7979999999999999,15874,4498,16515,0.961,0.283,0.272
South West,92G,"Bath & North East Somerset, Swindon & Wiltshire",L81039,Heart Of Bath (L81039),27160,0.777,41385,15769,41429,0.999,0.381,0.381
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81040,Clevedon Medical Centre (L81040),16408,0.7929999999999999,20981,3869,21057,0.996,0.184,0.184
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81041,Hillview Family Practice (L81041),7082,0.737,8057,287,9645,0.835,0.036,0.03
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81042,Kennedy Way Surgery (L81042),12154,0.809,13816,1226,14305,0.966,0.089,0.086
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81044,Tudor Lodge Surgery (L81044),11666,0.762,24995,8312,25252,0.99,0.3329999999999999,0.3289999999999999
South West,92G,"Bath & North East Somerset, Swindon & Wiltshire",L81045,St. Augustines Surgery (L81045),11499,0.873,22060,6042,22073,0.999,0.2739999999999999,0.2739999999999999
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81046,Leap Valley Medical Centre (L81046),8075,0.773,11254,2684,11357,0.991,0.238,0.236
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81047,West Walk Surgery (L81047),14549,0.86,18380,2212,18459,0.996,0.12,0.12
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81050,Close Farm Surgery (L81050),7195,0.7509999999999999,10359,1769,11422,0.907,0.171,0.155
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81051,168 Medical Group (L81051),21779,0.7879999999999999,38937,2056,39105,0.996,0.053,0.053
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81053,The Lennard Surgery (L81053),8648,0.77,12924,4528,13073,0.989,0.35,0.346
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81054,Grange Road Surgery (L81054),11587,0.7290000000000001,18046,6100,18549,0.973,0.3379999999999999,0.3289999999999999
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81055,Orchard Medical Centre (L81055),11971,0.726,14573,1877,15120,0.964,0.129,0.124
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81058,The Milton Surgery (L81058),9269,0.84,18373,3996,18459,0.995,0.217,0.216
South West,92G,"Bath & North East Somerset, Swindon & Wiltshire",L81059,Elm Hayes Surgery (L81059),9072,0.643,12568,0,17121,0.7340000000000001,0.0,0.0
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81061,The Wellspring Surgery (L81061),11047,0.6659999999999999,7917,1167,7945,0.996,0.147,0.147
